"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70","Age71","Age72","Age73","Age74","Age75","Age76","Age77","Age78","Age79","Age80"
1981,52.649,41.1339,33.0213,27.5017,26.6606,23.8762,21.8851,20.0565,18.1796,16.3743,14.7759,13.452,12.3852,11.5342,10.8304,10.1971,9.58118,8.96338,8.35503,7.76568,7.20551,6.68198,6.19917,5.75882,5.35836,4.98963,4.63889,4.30803,3.99718,3.71301,3.45853,3.23002,3.02227,2.83088,2.65192,2.48495,2.32759,2.17875,2.03829,1.90592,1.7812,1.66369,1.59448,1.48464,1.38274,1.28828,1.20069,1.1194,1.04393,0.973795,0.908572,0.847855,0.79131,0.738634,0.689543,0.643775,0.601102,0.561305,0.524192,0.489583,0.457301,0.427182,0.399074,0.372841,0.348346,0.325469,0.30407,0.284108,0.265457,0.248029,0.231744,0.216529,0.202312,0.189029,0.176619,0.165023,0.154189,0.144065,0.134606,0.125766,1.78816
1982,64.7944,49.1879,38.4297,30.8491,25.6827,24.8649,22.2143,20.3011,18.553,16.7802,15.091,13.6046,12.3781,11.3924,10.6073,9.95873,9.37567,8.80895,8.2407,7.68124,7.13933,6.62428,6.14295,5.69906,5.29422,4.92606,4.58707,4.26462,3.96045,3.67468,3.41343,3.17949,2.96941,2.77842,2.60247,2.43795,2.28445,2.13979,2.00296,1.87383,1.75214,1.63748,1.52945,1.46583,1.36485,1.27118,1.18433,1.10381,1.02908,0.959699,0.895224,0.835264,0.779446,0.727463,0.679037,0.633907,0.591832,0.552603,0.516016,0.481898,0.450081,0.420404,0.392715,0.366875,0.342759,0.32024,0.299209,0.279536,0.261185,0.244038,0.228017,0.213046,0.199058,0.185989,0.173778,0.162369,0.151708,0.141748,0.132441,0.123745,1.7595
1983,70.4946,60.5348,45.9543,35.9016,28.8082,23.9512,23.1303,20.6005,18.7717,17.1163,15.4565,13.8864,12.5109,11.3787,10.4702,9.74737,9.15059,8.61441,8.09345,7.57119,7.0571,6.55916,6.08593,5.64369,5.23586,4.86391,4.52567,4.21423,3.91799,3.63854,3.37599,3.13598,2.92105,2.72805,2.55258,2.39093,2.23979,2.09876,1.96586,1.84015,1.72151,1.60971,1.50438,1.40513,1.34668,1.25391,1.16785,1.08806,1.01408,0.945431,0.881689,0.822455,0.767369,0.716088,0.668331,0.623841,0.58238,0.543724,0.507684,0.474072,0.442726,0.413495,0.386231,0.360793,0.337053,0.314897,0.294209,0.274887,0.256813,0.239954,0.224201,0.209482,0.195728,0.182877,0.17087,0.159652,0.14917,0.139377,0.130226,0.121676,1.73016
1984,65.7004,65.8603,56.5546,42.9157,33.4152,26.5072,21.5735,20.2936,17.6345,15.763,14.1825,12.6975,11.3474,10.1908,9.25088,8.50247,7.90999,7.42251,6.98571,6.56211,6.13798,5.72076,5.31684,4.93306,4.57447,4.24383,3.9423,3.66811,3.41565,3.17553,2.94902,2.73621,2.54168,2.36747,2.21104,2.06883,1.93781,1.81531,1.70101,1.59329,1.4914,1.39525,1.30464,1.21927,1.13883,1.09145,1.01627,0.946515,0.881852,0.821893,0.76625,0.714589,0.666581,0.621935,0.580373,0.541667,0.505609,0.472005,0.440676,0.411466,0.384224,0.358819,0.335128,0.313031,0.292414,0.273174,0.255217,0.238449,0.22279,0.208141,0.194477,0.18171,0.16978,0.158633,0.148218,0.138486,0.129394,0.120899,0.112962,0.105545,1.50087
1985,63.5991,61.3813,61.5302,52.8277,40.0396,31.0537,24.4547,19.7203,18.3839,15.8562,14.0949,12.6327,11.2811,10.0652,9.03038,8.19306,7.52834,7.00332,6.57212,6.1862,5.81213,5.43756,5.06901,4.71207,4.37281,4.0557,3.76321,3.49638,3.25368,3.03014,2.81745,2.61676,2.42816,2.25572,2.10128,1.96257,1.83644,1.72023,1.61156,1.51015,1.41457,1.32416,1.23883,1.1584,1.08262,1.01122,0.969168,0.90242,0.840495,0.783084,0.729848,0.680443,0.634572,0.591945,0.552301,0.515395,0.481025,0.449006,0.419166,0.391345,0.365406,0.341214,0.318654,0.297616,0.277992,0.259683,0.242597,0.226651,0.21176,0.197853,0.184845,0.17271,0.161372,0.150778,0.140878,0.131629,0.122987,0.114912,0.107368,0.100319,1.42662
1986,52.5376,59.4182,57.3459,57.4772,49.2914,37.2134,28.6526,22.3624,17.8822,16.5613,14.2193,12.6028,11.275,10.0577,8.96782,8.04266,7.29519,6.70234,6.23434,5.85015,5.50641,5.17331,4.83982,4.51173,4.194,3.89201,3.60975,3.34941,3.11191,2.89589,2.69693,2.50763,2.329,2.16114,2.00766,1.8702,1.74674,1.63449,1.53106,1.43434,1.34408,1.25901,1.17854,1.10259,1.03101,0.963566,0.900012,0.862587,0.803179,0.748064,0.696966,0.649585,0.605613,0.564787,0.526847,0.491563,0.458716,0.428125,0.399627,0.373069,0.348308,0.325221,0.30369,0.283611,0.264886,0.247421,0.231125,0.215918,0.201725,0.188472,0.176095,0.164517,0.153717,0.143625,0.134196,0.125386,0.117153,0.109461,0.102275,0.0955601,1.35902
1987,40.7669,49.0838,55.5118,53.5677,53.6224,45.7875,34.292,26.1432,20.2154,16.0484,14.7882,12.6557,11.1944,10.0028,8.91633,7.94667,7.12499,6.46178,5.93607,5.52125,5.18081,4.87629,4.58124,4.28589,3.99533,3.71396,3.44653,3.19659,2.96604,2.75573,2.56444,2.38825,2.22062,2.06244,1.9138,1.77789,1.65616,1.54683,1.44742,1.35583,1.27018,1.19025,1.11492,1.04366,0.976404,0.913018,0.853291,0.797012,0.76387,0.71126,0.662453,0.617203,0.575245,0.536305,0.500151,0.466553,0.435307,0.406219,0.37913,0.353893,0.330374,0.308447,0.288002,0.268935,0.251154,0.234572,0.219106,0.204675,0.191208,0.178639,0.166903,0.155942,0.145689,0.136125,0.127189,0.118839,0.111036,0.103746,0.0969344,0.0905702,1.28811
1988,36.7512,38.0869,45.8569,51.859,50.0159,49.9754,42.5286,31.7176,24.0851,18.5662,14.7071,13.533,11.5713,10.2297,9.13788,8.14381,7.25734,6.50652,5.90067,5.42051,5.04169,4.73081,4.45275,4.18335,3.91368,3.64838,3.39146,3.14728,2.91905,2.70854,2.5165,2.34182,2.18094,2.02787,1.88343,1.74769,1.62358,1.51242,1.41258,1.32181,1.23817,1.15995,1.08696,1.01817,0.953089,0.891671,0.833786,0.779243,0.727848,0.697582,0.649539,0.604967,0.563644,0.525326,0.489767,0.45675,0.426068,0.397533,0.370969,0.34623,0.323184,0.301706,0.281681,0.263011,0.245598,0.22936,0.214217,0.200093,0.186914,0.174616,0.163138,0.15242,0.14241,0.133047,0.124313,0.116152,0.108526,0.101401,0.0947434,0.0885229,1.25905
1989,40.3712,34.3352,35.583,42.8412,48.4392,46.6875,46.5937,39.5913,29.4845,22.3634,17.2244,13.6365,12.5432,10.7225,9.47805,8.46578,7.54451,6.72317,6.02761,5.4664,5.02165,4.67078,4.38285,4.12532,3.8758,3.62601,3.38026,3.14227,2.91607,2.70464,2.50962,2.3317,2.16987,2.02082,1.879,1.74517,1.61941,1.50441,1.40142,1.30892,1.22481,1.14731,1.07483,1.0072,0.943459,0.883158,0.826247,0.772611,0.722071,0.674447,0.646402,0.601884,0.560583,0.522292,0.486786,0.453835,0.423241,0.39481,0.368369,0.343754,0.32083,0.299474,0.279572,0.261017,0.243716,0.227581,0.212534,0.198502,0.185414,0.173202,0.161806,0.15117,0.141238,0.131963,0.123287,0.115193,0.107631,0.100565,0.0939622,0.087793,1.24871
1990,49.5661,37.7172,32.0779,33.2392,39.9786,45.0497,43.1482,42.7232,36.0273,26.6649,20.1336,15.4595,12.2147,11.2214,9.58532,8.46922,7.56308,6.73953,6.00589,5.38487,4.88396,4.48709,4.17405,3.9172,3.68745,3.46478,3.2418,3.02237,2.80981,2.60774,2.41883,2.24455,2.08555,1.9409,1.80765,1.68086,1.5612,1.44873,1.3459,1.25378,1.17105,1.09582,1.0265,0.961672,0.901173,0.844149,0.790204,0.73929,0.691304,0.646087,0.603478,0.578388,0.538557,0.501603,0.467343,0.435573,0.40609,0.378716,0.353276,0.329618,0.307593,0.287081,0.267972,0.250163,0.23356,0.218079,0.203642,0.190178,0.177622,0.16591,0.154983,0.144786,0.135269,0.126382,0.118082,0.110319,0.103076,0.0963098,0.0899869,0.0840788,1.19593
1991,49.6449,46.3076,35.2376,29.9666,31.0329,37.251,41.8218,39.8715,39.3019,33.0207,24.3736,18.3695,14.0877,11.1224,10.2132,8.72185,7.70532,6.88064,6.13149,5.4643,4.89962,4.44419,4.08339,3.79882,3.56534,3.35647,3.15401,2.95122,2.75161,2.55823,2.37436,2.20245,2.04385,1.89912,1.76745,1.64616,1.53073,1.42179,1.31939,1.22576,1.14188,1.06655,0.998042,0.934917,0.87588,0.820785,0.768853,0.719725,0.673355,0.629652,0.58847,0.549663,0.526812,0.490534,0.456876,0.425672,0.396736,0.369883,0.344949,0.321779,0.30023,0.280169,0.261486,0.244081,0.22786,0.212737,0.198637,0.185487,0.173223,0.161786,0.151119,0.141166,0.131878,0.12321,0.115115,0.107555,0.100484,0.0938871,0.0877237,0.0819645,1.16589
1992,44.8866,46.3813,43.2597,32.8869,27.824,28.3845,33.1319,35.8062,32.7365,31.0145,25.1935,18.1116,13.3903,10.1373,7.94084,7.26283,6.1953,5.47789,4.90221,4.3815,3.91814,3.52598,3.20988,2.95972,2.76271,2.60106,2.45579,2.31379,2.17025,2.02788,1.88906,1.75638,1.63178,1.5164,1.41078,1.31443,1.22544,1.14051,1.06016,0.984482,0.91517,0.853007,0.79711,0.746223,0.699284,0.655341,0.614296,0.575576,0.538918,0.504297,0.471649,0.440869,0.411852,0.394777,0.36763,0.342438,0.319076,0.297408,0.277295,0.258617,0.241258,0.225111,0.210077,0.196075,0.183029,0.17087,0.159534,0.148963,0.139103,0.129909,0.121333,0.113335,0.105872,0.0989067,0.0924061,0.0863359,0.0806667,0.0753634,0.0704163,0.0657939,0.935917
1993,162.429,41.9358,43.3314,40.4025,30.6452,25.7358,25.895,29.7025,31.5533,28.4378,26.6536,21.4883,15.3702,11.3271,8.55868,6.69714,6.12238,5.22201,4.61803,4.13399,3.69635,3.30691,2.97727,2.71158,2.50133,2.33578,2.19993,2.07778,1.95825,1.83728,1.7172,1.60002,1.48794,1.38264,1.28508,1.19575,1.11423,1.03891,0.967005,0.89896,0.834858,0.776135,0.723461,0.67609,0.63296,0.593171,0.555917,0.521116,0.488284,0.457198,0.427836,0.400146,0.374039,0.349426,0.334944,0.311916,0.290544,0.270725,0.252342,0.235279,0.219433,0.204705,0.191005,0.17825,0.16637,0.155301,0.144985,0.135366,0.126396,0.118031,0.110229,0.102953,0.0961665,0.089834,0.0839242,0.0784084,0.0732578,0.0684474,0.0639475,0.0597498,0.849974
1994,197.33,151.751,39.178,40.4576,37.5445,28.0284,22.8535,22.1635,24.5432,25.346,22.3841,20.6961,16.5404,11.7672,8.64372,6.51893,5.096,4.65663,3.97145,3.51255,3.14515,2.81308,2.51757,2.26742,2.06578,1.90623,1.78062,1.67754,1.58481,1.494,1.40201,1.31063,1.2214,1.13602,1.05577,0.981401,0.913282,0.851101,0.793636,0.738762,0.686825,0.637887,0.59305,0.552828,0.516651,0.483709,0.453317,0.424859,0.398272,0.373188,0.349436,0.327001,0.305842,0.285891,0.267082,0.256015,0.238415,0.222082,0.206934,0.192884,0.179842,0.167731,0.156473,0.146002,0.136253,0.127172,0.118712,0.110826,0.103473,0.0966176,0.0902232,0.0842596,0.078698,0.0735101,0.0686696,0.0641522,0.0599359,0.0559988,0.0523217,0.0488819,0.695401
1995,35.3842,184.358,141.769,36.5823,37.6699,34.664,25.4748,20.3363,19.2759,20.8948,21.1953,18.4607,16.8986,13.4152,9.5051,6.96761,5.25157,4.10686,3.75674,3.20869,2.84274,2.54999,2.28488,2.04844,1.84799,1.68628,1.55829,1.45753,1.37481,1.30022,1.22691,1.15238,1.07811,1.00542,0.935721,0.870101,0.809205,0.753367,0.702345,0.655148,0.610034,0.567298,0.527002,0.490062,0.456908,0.427078,0.399905,0.374826,0.351334,0.329381,0.308663,0.28904,0.270501,0.253013,0.236521,0.22097,0.211823,0.197268,0.183759,0.17123,0.159608,0.14882,0.1388,0.129486,0.120823,0.112757,0.105243,0.0982423,0.0917173,0.0856331,0.0799598,0.0746683,0.0697333,0.0651308,0.0608376,0.0568317,0.0530932,0.0496039,0.0463456,0.0433025,0.615986
1996,28.4289,33.0581,172.234,132.408,34.1078,34.9379,31.8372,23.0962,18.1871,17.0261,18.2695,18.3898,15.9296,14.5286,11.5083,8.14469,5.96815,4.49897,3.52008,3.2223,2.75453,2.44256,2.19299,1.96671,1.76467,1.59323,1.45487,1.34533,1.25909,1.18827,1.12436,1.06143,0.997341,0.933393,0.870728,0.810591,0.753932,0.701319,0.653052,0.608928,0.568094,0.529046,0.492042,0.457139,0.425135,0.396406,0.370552,0.346998,0.325255,0.304886,0.285847,0.267877,0.250856,0.234773,0.2196,0.205291,0.191797,0.183861,0.17123,0.159507,0.148633,0.138547,0.129183,0.120486,0.112403,0.104883,0.0978811,0.0913593,0.0852825,0.0796185,0.0743372,0.0694125,0.0648192,0.0605352,0.0565399,0.0528131,0.0493357,0.0460904,0.0430614,0.0402329,0.572333
1997,32.3604,26.56,30.884,160.857,123.447,31.6366,32.0979,28.8737,20.6545,16.0522,14.8624,15.8115,15.8172,13.6442,12.4129,9.81973,6.94703,5.0918,3.84091,3.00798,2.75646,2.35897,2.09417,1.88227,1.68982,1.51771,1.3715,1.25343,1.15993,1.08632,1.02585,0.971201,0.917295,0.862288,0.807314,0.753375,0.701559,0.652699,0.607299,0.565623,0.527507,0.492216,0.458451,0.42644,0.396237,0.368534,0.343661,0.321273,0.300872,0.282037,0.264388,0.247891,0.232317,0.217563,0.203621,0.190468,0.178061,0.166361,0.159481,0.148527,0.13836,0.12893,0.120182,0.112061,0.104518,0.0975061,0.0909837,0.0849103,0.0792531,0.073982,0.0690688,0.0644875,0.0602156,0.056231,0.0525148,0.049049,0.045816,0.0427994,0.0399841,0.0373564,0.531412
1998,22.6879,30.233,24.8129,28.8386,149.82,114.128,28.8475,28.7205,25.3015,17.7423,13.5561,12.3842,13.0469,12.9659,11.14,10.1142,7.99675,5.65991,4.1531,3.13767,2.46162,2.26002,1.93777,1.7234,1.55171,1.39532,1.25509,1.13574,1.03926,0.962826,0.90264,0.853169,0.808379,0.764066,0.718713,0.673279,0.628617,0.585647,0.545079,0.507344,0.472677,0.440946,0.411548,0.383399,0.356698,0.33149,0.30836,0.287587,0.268883,0.251835,0.236091,0.221335,0.207538,0.194512,0.182169,0.170503,0.159496,0.149112,0.139319,0.133561,0.124391,0.115879,0.107983,0.100658,0.0938574,0.0875409,0.0816692,0.0762069,0.0711206,0.0663827,0.061968,0.0578531,0.0540161,0.050438,0.0471007,0.043988,0.0410851,0.0383771,0.0358504,0.0334923,0.476425
1999,17.505,21.1964,28.2447,23.174,26.8893,139.021,104.955,26.2062,25.7426,22.3915,15.5328,11.7679,10.6846,11.2098,11.1122,9.53515,8.654,6.84412,4.84747,3.56035,2.6928,2.11505,1.9441,1.66877,1.48576,1.33909,1.20525,1.08504,0.98262,0.899778,0.834124,0.782424,0.739914,0.701386,0.663202,0.624059,0.584794,0.546154,0.508948,0.473796,0.441082,0.411013,0.383481,0.357961,0.333518,0.310323,0.288419,0.268316,0.250258,0.233997,0.219173,0.205481,0.192647,0.180646,0.169313,0.158574,0.148423,0.138844,0.129808,0.121284,0.116273,0.108292,0.100883,0.0940098,0.0876335,0.0817136,0.0762149,0.0711033,0.0663481,0.0619201,0.0577954,0.053952,0.0503696,0.047029,0.0439139,0.0410083,0.0382984,0.035771,0.0334134,0.0312135,0.443965
2000,15.9088,16.3542,19.8026,26.381,21.613,24.9654,127.997,95.5675,23.5858,22.9258,19.7707,13.6259,10.2756,9.30121,9.74033,9.64622,8.27459,7.51085,5.94252,4.21139,3.09532,2.34281,1.84153,1.69391,1.45502,1.29629,1.16902,1.05275,0.948227,0.859105,0.786995,0.729835,0.684821,0.647802,0.614229,0.580923,0.546747,0.512439,0.478657,0.446112,0.415353,0.386717,0.360389,0.336277,0.313923,0.292506,0.27218,0.252982,0.23536,0.219529,0.205272,0.192274,0.180267,0.169012,0.158487,0.148547,0.139127,0.130223,0.12182,0.113893,0.106416,0.10202,0.0950181,0.0885176,0.0824876,0.0768932,0.0716992,0.0668747,0.0623898,0.0582175,0.0543323,0.0507131,0.0473408,0.0441975,0.0412663,0.038533,0.0359835,0.0336056,0.0313879,0.0293192,0.416956
2001,13.4699,14.8629,15.2789,18.4967,24.6086,20.0773,23.013,116.807,86.3169,21.1105,20.3727,17.4758,11.9997,9.02736,8.15932,8.53792,8.45304,7.25143,6.58389,5.21121,3.6949,2.71709,2.0576,1.61816,1.48917,1.27974,1.1406,1.02901,0.926996,0.835219,0.756934,0.693576,0.643349,0.603792,0.571256,0.541737,0.512436,0.482351,0.452134,0.42237,0.393686,0.36657,0.341321,0.318104,0.296836,0.277117,0.258223,0.240287,0.223346,0.207794,0.193822,0.181239,0.169766,0.159168,0.149232,0.139941,0.131165,0.122849,0.114988,0.107569,0.10057,0.0939684,0.0900873,0.0839045,0.0781646,0.0728401,0.0679003,0.0633139,0.0590538,0.0550935,0.0514093,0.0479785,0.0447827,0.0418048,0.039029,0.0364407,0.034027,0.0317757,0.0296759,0.0277176,0.39409
2002,14.0674,12.5844,13.8856,14.2705,17.2516,22.8567,18.5041,20.9885,105.323,77.0035,18.6639,17.8859,15.2651,10.4462,7.8424,7.08088,7.40715,7.33502,6.29578,5.72056,4.53184,3.21618,2.36726,1.7943,1.41231,1.30077,1.11866,0.997718,0.900663,0.811826,0.731819,0.663524,0.608231,0.564386,0.529854,0.501446,0.475654,0.450028,0.423691,0.397219,0.371128,0.345972,0.322181,0.300022,0.27964,0.260966,0.243648,0.22705,0.211292,0.196405,0.182738,0.170457,0.159396,0.149311,0.139993,0.131258,0.123088,0.115371,0.108058,0.101145,0.0946208,0.0884654,0.0826588,0.0792455,0.0738074,0.0687587,0.0640753,0.0597302,0.0556959,0.0519486,0.048465,0.0452242,0.0422063,0.039395,0.0367755,0.0343337,0.0320568,0.0299336,0.0279531,0.026106,0.371066
2003,43.4435,13.1426,11.757,12.9715,13.3245,16.0849,21.2539,17.1439,19.3685,96.8295,70.569,17.0619,16.3212,13.9129,9.51382,7.13978,6.44579,6.74332,6.67898,5.73428,5.21201,4.13035,2.93223,2.15897,1.63694,1.28882,1.18735,1.02137,0.911151,0.822683,0.741672,0.668688,0.606374,0.555915,0.515902,0.484386,0.458457,0.434912,0.411511,0.387452,0.363265,0.339421,0.316428,0.294681,0.274422,0.255787,0.238713,0.222876,0.207698,0.193287,0.179671,0.167171,0.155938,0.145821,0.136596,0.128073,0.120082,0.112608,0.10555,0.0988597,0.0925355,0.0865667,0.0809356,0.0756235,0.0725009,0.0675257,0.0629069,0.0586222,0.054647,0.0509561,0.0475277,0.0443406,0.0413756,0.0386146,0.0360426,0.033646,0.0314121,0.0293289,0.0273864,0.0255744,0.363375
2004,21.0803,40.5875,12.2786,10.9827,12.104,12.3875,14.8501,19.4509,15.556,17.4501,86.7679,62.9865,15.1852,14.496,12.3383,8.42766,6.31937,5.70152,5.96181,5.90273,5.06636,4.60388,3.64777,2.58927,1.90623,1.44517,1.13775,1.04811,0.901547,0.804221,0.726109,0.654588,0.590158,0.535149,0.490608,0.455288,0.427469,0.404582,0.3838,0.363146,0.341912,0.320566,0.299522,0.279231,0.260039,0.242161,0.225716,0.210648,0.196673,0.183279,0.170562,0.158546,0.147515,0.137604,0.128676,0.120535,0.113014,0.105963,0.0993678,0.093139,0.0872356,0.081655,0.076388,0.0714189,0.0667314,0.063976,0.0595858,0.0555101,0.0517292,0.0482214,0.0449645,0.0419392,0.0391269,0.0365105,0.0340741,0.0318046,0.0296898,0.0277185,0.0258803,0.0241661,0.343215
2005,17.9824,19.6945,37.9193,11.471,10.2574,11.2936,11.5361,13.7945,18.0204,14.3767,16.0927,79.8751,57.8973,13.9415,13.2959,11.3082,7.71937,5.78551,5.21789,5.45448,5.39916,4.63327,4.20969,3.33505,2.36706,1.7425,1.32095,1.0399,0.957925,0.823944,0.734972,0.663568,0.598194,0.539304,0.489028,0.448319,0.416038,0.390614,0.369697,0.350704,0.331828,0.312424,0.292917,0.273687,0.255145,0.237608,0.221271,0.206244,0.192476,0.179706,0.167467,0.155847,0.144868,0.134788,0.125732,0.117574,0.110135,0.103263,0.0968203,0.0907944,0.0851029,0.0797089,0.0746097,0.0697972,0.0652568,0.0609737,0.058456,0.0544446,0.0507205,0.0472658,0.0440607,0.0410848,0.0383206,0.0357509,0.0333603,0.0311341,0.0290604,0.027128,0.0253268,0.0236473,0.335682
2006,14.8793,16.8002,18.3998,35.4243,10.7108,9.56076,10.4904,10.6659,12.6896,16.4963,13.1028,14.6106,72.2828,52.2526,12.5546,11.952,10.1509,6.92159,5.18299,4.67121,4.8803,4.82866,4.14223,3.76246,2.98004,2.11469,1.55647,1.17978,0.928664,0.855382,0.735688,0.656204,0.592421,0.534031,0.481439,0.436542,0.400191,0.371367,0.348664,0.329988,0.313029,0.296177,0.278854,0.261441,0.244275,0.227724,0.21207,0.197488,0.184075,0.171786,0.160388,0.149464,0.139092,0.129294,0.120297,0.112214,0.104933,0.0982942,0.0921609,0.0864105,0.0810323,0.0759527,0.0711386,0.0665876,0.0622925,0.0582403,0.0544177,0.0521707,0.0485906,0.0452669,0.0421836,0.0393231,0.0366672,0.0342002,0.0319068,0.0297732,0.0277864,0.0259356,0.0242111,0.0226036,0.320692
2007,15.1562,13.9011,15.6957,17.1883,33.0618,9.96521,8.84235,9.62775,9.71288,11.4769,14.8364,11.732,13.0365,64.3206,46.3986,11.1297,10.5821,8.97838,6.11736,4.57798,4.12396,4.30691,4.26004,3.65355,3.31793,2.62753,1.86429,1.37203,1.03988,0.818477,0.753842,0.648322,0.578251,0.522025,0.470558,0.424205,0.384636,0.3526,0.327197,0.30719,0.290731,0.275787,0.260937,0.245673,0.23033,0.215205,0.200622,0.18683,0.173983,0.162166,0.151339,0.141297,0.131673,0.122536,0.113903,0.105978,0.0988563,0.092442,0.0865933,0.08119,0.076124,0.071386,0.0669111,0.06267,0.0586608,0.0548769,0.051307,0.0479395,0.04596,0.0428061,0.039878,0.0371618,0.0346418,0.0323021,0.0301288,0.0281084,0.0262288,0.0244785,0.0228481,0.0213288,0.302427
2008,20.8145,14.1599,12.9872,14.6618,16.037,30.7212,9.18746,8.06953,8.69476,8.68962,10.1873,13.0854,10.2947,11.3931,56.0327,40.3186,9.65233,9.16321,7.76517,5.28572,3.95265,3.55853,3.71462,3.67279,3.14893,2.85894,2.26358,1.60579,1.18161,0.895453,0.70473,0.649023,0.558135,0.497781,0.449356,0.405035,0.365122,0.331054,0.303472,0.281601,0.264377,0.250207,0.237342,0.224559,0.21142,0.198214,0.185197,0.172646,0.160776,0.149719,0.13955,0.130232,0.12159,0.113308,0.105445,0.0980158,0.0911955,0.0850673,0.0795475,0.0745145,0.0698648,0.0655054,0.0614282,0.0575775,0.0539279,0.0504779,0.0472218,0.0441499,0.0412521,0.0395487,0.0368347,0.0343152,0.0319778,0.0298094,0.027796,0.0259258,0.0241873,0.0225699,0.0210638,0.0196608,0.278592
2009,27.2086,19.4462,13.229,12.1328,13.6908,14.9504,28.5465,8.49846,7.42608,7.95998,7.91623,9.23941,11.822,9.27022,10.2315,50.2091,36.0644,8.62172,8.17569,6.92218,4.70858,3.51908,3.16676,3.30447,3.26629,2.79973,2.5414,2.01183,1.427,1.04993,0.795587,0.626084,0.576554,0.495785,0.442151,0.399121,0.359741,0.324282,0.294016,0.269513,0.250085,0.234784,0.222196,0.210769,0.199415,0.187745,0.176016,0.164455,0.153309,0.142768,0.132949,0.123918,0.115643,0.107969,0.100614,0.0936318,0.0870349,0.0809786,0.0755368,0.0706353,0.066166,0.0620372,0.0581661,0.0545457,0.0511264,0.0478857,0.0448222,0.0419309,0.0392032,0.03663,0.0351175,0.0327076,0.0304703,0.0283949,0.0264693,0.0246816,0.0230209,0.0214772,0.020041,0.0187037,0.264835
2010,62.0308,25.4199,18.1678,12.3585,11.328,12.7579,13.881,26.383,7.81922,6.8071,7.27574,7.22068,8.41487,10.7551,8.42691,9.29522,45.5941,32.7385,7.82459,7.41832,6.27996,4.27121,3.1919,2.87211,2.99682,2.96205,2.53884,2.3045,1.82425,1.29392,0.951994,0.721364,0.567666,0.522751,0.449515,0.400883,0.361866,0.326161,0.294009,0.266567,0.244351,0.226736,0.212863,0.20145,0.191089,0.180795,0.170215,0.159581,0.149099,0.138993,0.129436,0.120534,0.112346,0.104844,0.0978868,0.0912188,0.0848882,0.0789073,0.0734165,0.0684828,0.064039,0.0599871,0.0562438,0.0527343,0.049452,0.0463519,0.0434138,0.0406365,0.0380152,0.0355422,0.0332093,0.031838,0.0296531,0.0276248,0.0257432,0.0239975,0.0223766,0.0208711,0.0194715,0.0181695,0.25706
2011,34.7419,57.9529,23.7488,16.9729,11.5425,10.5704,11.8839,12.9014,24.4671,7.23776,6.29151,6.717,6.66043,7.75691,9.90931,7.76125,8.55851,41.9711,30.1318,7.20063,6.82604,5.77809,3.92961,2.93646,2.64215,2.75678,2.72472,2.33536,2.11976,1.67798,1.19016,0.875642,0.663502,0.522129,0.480814,0.41345,0.368718,0.33283,0.299988,0.270416,0.245176,0.224742,0.20854,0.195779,0.185282,0.175753,0.166284,0.156553,0.146772,0.137132,0.127837,0.119047,0.11086,0.103329,0.0964289,0.0900299,0.0838971,0.0780746,0.0725737,0.0675236,0.0629859,0.0588988,0.0551722,0.0517293,0.0485015,0.0454826,0.0426314,0.0399291,0.0373747,0.0349638,0.0326893,0.0305437,0.0292824,0.027273,0.0254074,0.0236768,0.0220712,0.0205805,0.0191958,0.0179086,0.253137
2012,68.1705,32.458,54.143,22.1864,15.8491,10.7616,9.82649,11.0071,11.9069,22.5142,6.64503,5.76678,6.14949,6.09248,7.09104,9.0545,7.08929,7.81549,38.3197,27.5062,6.57241,6.22992,5.2731,3.58597,2.67954,2.41089,2.51541,2.48608,2.13078,1.93404,1.53094,1.08585,0.798891,0.60534,0.476356,0.438659,0.3772,0.336388,0.303645,0.273682,0.246703,0.223675,0.205032,0.190251,0.178609,0.169033,0.160339,0.1517,0.142823,0.133899,0.125104,0.116625,0.108606,0.101136,0.0942658,0.0879711,0.0821333,0.0765384,0.0712265,0.0662082,0.061601,0.0574613,0.0537327,0.0503329,0.047192,0.0442473,0.0414932,0.0388921,0.0364268,0.0340964,0.031897,0.029822,0.0278646,0.026714,0.0248808,0.0231789,0.0216001,0.0201353,0.0187753,0.0175121,0.247271
